Job Title,Company,Experience Required,Location,Rating,Salary Disclosure,Min Experience,Max Experience,Min Salary,Max Salary
Data Scientist,Prismforce,5-9 Yrs,"Pune, Bangalore",3.6,Not Disclosed,5.0,9.0,,
Data Scientist,Epam Systems,8-12 Yrs,Pune,3.8,Not Disclosed,8.0,12.0,,
SENIOR DATA SCIENTIST ( DEEP LEARNING / NLP ),Augusta Infotech,10-13 Yrs,Pune,4.2,Not Disclosed,10.0,13.0,,
Data Engineer,Confidential,3-7 Yrs,"New Delhi, Pune, Bangalore",Not Rated,Disclosed,3.0,7.0,15.0,30.0
Data Engineer,Baker Hughes,0-3 Yrs,"Pune, Bangalore",4.0,Not Disclosed,0.0,3.0,,
Senior LLM Specialist,Appen,0-1 Yrs,"New Delhi, Pune, Bangalore",4.1,Not Disclosed,0.0,1.0,,
Data Scientist,Tvarit Gmbh,8-12 Yrs,Pune,3.0,Disclosed,8.0,12.0,30.0,40.0
Data Engineer,Deutsche Bank,3-8 Yrs,Pune,3.9,Not Disclosed,3.0,8.0,,
Data Scientist,Confidential,5-10 Yrs,"Pune, Bangalore",Not Rated,Disclosed,5.0,10.0,15.0,30.0
Principal Architect Lead Architect - GCP,Fractal Analytics,18-20 Yrs,"New Delhi, Pune, Bangalore",4.0,Not Disclosed,18.0,20.0,,
Data Scientist,Confidential,5-10 Yrs,Pune,Not Rated,Disclosed,5.0,10.0,15.0,30.0
Data Scientist,Confidential,4-7 Yrs,Pune,Not Rated,Disclosed,4.0,7.0,0.0,3.0
Data Scientist,Aera Software Technology,3-10 Yrs,Pune,4.3,Not Disclosed,3.0,10.0,,
Data Scientist,Confidential,4-8 Yrs,Pune,Not Rated,Disclosed,4.0,8.0,0.0,3.0
Data Engineer,SG Analytics,6-8 Yrs,"New Delhi, Pune, Bangalore",3.1,Disclosed,6.0,8.0,10.0,20.0
"Senior Product Designer, Core Foundation",Coursera,7-9 Yrs,"New Delhi, Pune, Bangalore",3.3,Not Disclosed,7.0,9.0,,
Data Scientist,Relx Group,3-7 Yrs,"New Delhi, Pune, Bangalore",3.7,Not Disclosed,3.0,7.0,,
Data Scientist,Softtech Engineers,8-12 Yrs,Pune,3.9,Not Disclosed,8.0,12.0,,
Data Scientist,Confidential,5-8 Yrs,Pune,Not Rated,Not Disclosed,5.0,8.0,,
Data Engineer,Medtronic,4-8 Yrs,Pune,4.1,Not Disclosed,4.0,8.0,,
Data Scientist,Tvarit Gmbh,4-9 Yrs,Pune,3.0,Not Disclosed,4.0,9.0,,
Data Engineer,Sahaj Retail Limited,8-13 Yrs,"Pune, Bangalore",3.5,Not Disclosed,8.0,13.0,,
Data Engineer,Globallogic,5-10 Yrs,"New Delhi, Pune, Bangalore",3.7,Not Disclosed,5.0,10.0,,
Data Analyst,Confidential,,"New Delhi, Pune, Bangalore",Not Rated,Disclosed,,,,
Data Scientist,Upswing Cognitive Hospitality Solutions Private Li Mited,2-4 Yrs,Pune,2.8,Disclosed,2.0,4.0,5.0,8.0
Data Scientist,Confidential,,"New Delhi, Pune, Bangalore",Not Rated,Disclosed,,,,
Manager,Hindalco Industries,4-6 Yrs,Pune,4.2,Not Disclosed,4.0,6.0,,
Data Engineer,Picarro Technologies,3-7 Yrs,"New Delhi, Pune, Bangalore",2.6,Not Disclosed,3.0,7.0,,
Senior Gen AI ML Developer,Confidential,2-6 Yrs,"New Delhi, Pune, Bangalore",Not Rated,Not Disclosed,2.0,6.0,,
Data Scientist,Verantos,3-7 Yrs,"New Delhi, Pune, Bangalore",5.0,Not Disclosed,3.0,7.0,,
Data Engineer,Medtronic,4-7 Yrs,Pune,4.1,Not Disclosed,4.0,7.0,,
Data Scientist,Aera Software Technology,5-8 Yrs,Pune,4.3,Not Disclosed,5.0,8.0,,
Data Scientist,Antuit,3-8 Yrs,Pune,2.2,Not Disclosed,3.0,8.0,,
Data Engineer,Graphene Ai,6-11 Yrs,"New Delhi, Pune, Bangalore",2.9,Not Disclosed,6.0,11.0,,
Data Engineer,Deutsche Bank,6-11 Yrs,Pune,3.9,Not Disclosed,6.0,11.0,,
Data Engineer,Oportun,3-7 Yrs,Pune,3.4,Not Disclosed,3.0,7.0,,
Data Engineer,Data Economy,5-9 Yrs,"New Delhi, Pune, Bangalore",4.2,Not Disclosed,5.0,9.0,,
Data Engineer,Zensar,5-7 Yrs,Pune,3.7,Not Disclosed,5.0,7.0,,
Data Engineer,SE2,4-7 Yrs,Pune,3.4,Not Disclosed,4.0,7.0,,
Data Engineer,Photon,6-10 Yrs,"New Delhi, Pune, Bangalore",4.0,Not Disclosed,6.0,10.0,,
Sr DevOps,Photon,6-10 Yrs,"New Delhi, Pune, Bangalore",4.0,Not Disclosed,6.0,10.0,,
Data Engineer,Acenet,5-8 Yrs,"New Delhi, Pune, Bangalore",4.3,Not Disclosed,5.0,8.0,,
Data Scientist,Demandbase,5-7 Yrs,Pune,4.1,Not Disclosed,5.0,7.0,,
Job opening Associate Process Executive - Remote Location,Confidential,0-1 Yrs,Remote,Not Rated,Disclosed,0.0,1.0,1.0,2.25
Data Engineer,Confidential,3-8 Yrs,Pune,Not Rated,Disclosed,3.0,8.0,25.0,30.0
Data Analyst,Barclays,0-5 Yrs,Pune,3.9,Not Disclosed,0.0,5.0,,
Data Scientist,"Godaddy Operating Company, Llc",1-5 Yrs,"New Delhi, Pune, Bangalore",3.6,Not Disclosed,1.0,5.0,,
Data Engineer,Epam Systems,2-6 Yrs,Pune,3.8,Not Disclosed,2.0,6.0,,
Senior Algorithmic Trader - Cryptocurrency,Confidential,9-14 Yrs,"New Delhi, Pune, Bangalore",Not Rated,Not Disclosed,9.0,14.0,,
Data Engineer,Cyncly,2-6 Yrs,"New Delhi, Pune, Bangalore",4.2,Not Disclosed,2.0,6.0,,
Data Engineer,Barclays,1-9 Yrs,Pune,3.9,Not Disclosed,1.0,9.0,,
Senior Manager- FPNA,EXL,7-12 Yrs,"New Delhi, Pune, Bangalore",3.7,Not Disclosed,7.0,12.0,,
Data Engineer,Mastek,8-12 Yrs,"New Delhi, Pune",3.6,Disclosed,8.0,12.0,15.0,30.0
Data Engineer,Acenet,6-9 Yrs,"New Delhi, Pune, Bangalore",4.3,Not Disclosed,6.0,9.0,,
Data Engineer,Graphene Ai,5-10 Yrs,"New Delhi, Pune, Bangalore",2.9,Not Disclosed,5.0,10.0,,
Data Engineer,Confidential,7-12 Yrs,Pune,Not Rated,Not Disclosed,7.0,12.0,,
Data Engineer,Nvidia,4-6 Yrs,"Pune, Bangalore",3.7,Not Disclosed,4.0,6.0,,
Data Engineer,Oportun,3-7 Yrs,"New Delhi, Pune, Bangalore",3.4,Not Disclosed,3.0,7.0,,
Manager / Senior Manager - Conversational AI Developer,Confidential,7-12 Yrs,"New Delhi, Pune, Bangalore",Not Rated,Not Disclosed,7.0,12.0,,
Data Engineer,Medtronic,4-7 Yrs,Pune,4.1,Not Disclosed,4.0,7.0,,
Manager / Senior Manager - Conversational AI Developer,Confidential,7-12 Yrs,"New Delhi, Pune, Bangalore",Not Rated,Not Disclosed,7.0,12.0,,
Azure Big Data Architect - Tiger Analytics,Tiger Analytics,9-14 Yrs,"Pune, Bangalore",3.7,Not Disclosed,9.0,14.0,,
Snowflake Developer,Confidential,7-12 Yrs,"Pune, Bangalore",Not Rated,Not Disclosed,7.0,12.0,,
Data Engineer,Blink Health,0-3 Yrs,"New Delhi, Pune, Bangalore",1.9,Not Disclosed,0.0,3.0,,
LLM Engagement Manager,Appen,0-1 Yrs,"New Delhi, Pune, Bangalore",4.1,Not Disclosed,0.0,1.0,,
Data Engineer,Sandhata Technologies,2-3 Yrs,"New Delhi, Pune, Bangalore",4.2,Not Disclosed,2.0,3.0,,
Data Engineer,Verve,5-10 Yrs,"Pune, Bangalore",2.6,Not Disclosed,5.0,10.0,,
Data Engineer,Confidential,2-4 Yrs,Pune,Not Rated,Not Disclosed,2.0,4.0,,
Data Engineer,Axelerant,4-7 Yrs,"New Delhi, Pune, Bangalore",4.4,Not Disclosed,4.0,7.0,,
Data Engineer,Confidential,4-7 Yrs,Pune,Not Rated,Not Disclosed,4.0,7.0,,
Data Engineer,Wipro,6-11 Yrs,"Pune, Bangalore",3.7,Not Disclosed,6.0,11.0,,
Data Engineer,Mastercard,5-9 Yrs,Pune,4.0,Not Disclosed,5.0,9.0,,
Azure Databricks Lead,Persistent,5-9 Yrs,"Pune, Bangalore",3.5,Not Disclosed,5.0,9.0,,
Data Engineer,Persistent,5-10 Yrs,Pune,3.5,Not Disclosed,5.0,10.0,,
Director of Machine learning,Zycus Infotech,10-15 Yrs,Pune,2.9,Not Disclosed,10.0,15.0,,
Senior Manager Data Science_GenAI(Pune),Tredence,6-11 Yrs,"New Delhi, Pune, Bangalore",3.6,Not Disclosed,6.0,11.0,,
Data Engineer,Confidential,7-12 Yrs,"New Delhi, Pune, Bangalore",Not Rated,Not Disclosed,7.0,12.0,,
Senior Python Developer,Globant,5-7 Yrs,Pune,3.9,Not Disclosed,5.0,7.0,,
Data Engineer,Medtronic,5-7 Yrs,Pune,4.1,Not Disclosed,5.0,7.0,,
Application Lead,Accenture,5-10 Yrs,Pune,3.9,Not Disclosed,5.0,10.0,,
Senior Data DevOps - MLOps Expertise,Epam Systems,5-11 Yrs,Pune,3.8,Not Disclosed,5.0,11.0,,
Data Engineer,Blueridge Global,5-10 Yrs,Pune,2.5,Not Disclosed,5.0,10.0,,
Data Engineer,Epam Systems,5-8 Yrs,Pune,3.8,Not Disclosed,5.0,8.0,,
Credit Risk or Fraud Modeling/Model Development - US Banking Client,Confidential,3-8 Yrs,"New Delhi, Pune, Bangalore",Not Rated,Disclosed,3.0,8.0,20.0,35.0
Data Engineer,Novel Office,0-2 Yrs,"New Delhi, Pune, Bangalore",4.0,Not Disclosed,0.0,2.0,,
Data Engineer,Confidential,0-2 Yrs,Pune,Not Rated,Not Disclosed,0.0,2.0,,
Data Engineer,Data Economy,1-4 Yrs,Pune,4.2,Not Disclosed,1.0,4.0,,
Senior Technical Writer,Boomi Software,2-7 Yrs,"New Delhi, Pune, Bangalore",3.4,Not Disclosed,2.0,7.0,,
Data Engineer,IBM,2-4 Yrs,Pune,4.0,Not Disclosed,2.0,4.0,,
Director AI - Content - WEN,Wadhwani Foundation,10-15 Yrs,"New Delhi, Pune, Bangalore",3.2,Not Disclosed,10.0,15.0,,
Data Engineer,Confidential,1-4 Yrs,"New Delhi, Pune, Bangalore",Not Rated,Not Disclosed,1.0,4.0,,
Head of Product - Asia,Confidential,8-12 Yrs,"New Delhi, Pune, Bangalore",Not Rated,Not Disclosed,8.0,12.0,,
Data Engineer,Confidential,2-6 Yrs,Pune,Not Rated,Not Disclosed,2.0,6.0,,
Data Engineer,FedEx TSCS (India) Pvt Ltd,6-11 Yrs,"Pune, Bangalore",4.0,Not Disclosed,6.0,11.0,,
Data Engineer,GSPANN,6-11 Yrs,"New Delhi, Pune",4.3,Not Disclosed,6.0,11.0,,
Data Engineer,Cybage,5-10 Yrs,Pune,3.8,Not Disclosed,5.0,10.0,,
Data Engineer,SmarTek21,4-7 Yrs,"New Delhi, Pune, Bangalore",3.7,Not Disclosed,4.0,7.0,,
Data Engineer,Confidential,6-11 Yrs,"New Delhi, Pune, Bangalore",Not Rated,Not Disclosed,6.0,11.0,,
Sr BigData Developer,Barclays,8-9 Yrs,Pune,3.9,Not Disclosed,8.0,9.0,,
IT - AWS Tech Architect,Systechcorp Inc,5-9 Yrs,"New Delhi, Pune, Bangalore",4.2,Not Disclosed,5.0,9.0,,
Application Developer,Accenture,6-11 Yrs,Pune,3.9,Not Disclosed,6.0,11.0,,
Lead Architect - Mlops,Neal Analytics,10-14 Yrs,"New Delhi, Pune, Bangalore",3.5,Not Disclosed,10.0,14.0,,
Data Engineer,Infogain,6-11 Yrs,"New Delhi, Pune, Bangalore",3.6,Not Disclosed,6.0,11.0,,
Data Scientist,GE India Ltd,0-7 Yrs,Bangalore,4.2,Not Disclosed,0.0,7.0,,
Data Scientist,Confidential,0-3 Yrs,Remote,Not Rated,Disclosed,0.0,3.0,15.0,19.0
Data Scientist,Tiger Analytics,2-6 Yrs,Bangalore,3.7,Disclosed,2.0,6.0,7.0,17.0
Data Scientist,Confidential,6-10 Yrs,Bangalore,Not Rated,Disclosed,6.0,10.0,30.0,45.0
Data Scientist,Tiger Analytics,3-7 Yrs,Bangalore,3.7,Disclosed,3.0,7.0,7.0,17.0
Data Scientist,ANZ,2-7 Yrs,Bangalore,4.1,Not Disclosed,2.0,7.0,,
Data Scientist,Capgemini,4-6 Yrs,Bangalore,3.7,Not Disclosed,4.0,6.0,,
Data Scientist,HCLTech,3-5 Yrs,Bangalore,3.5,Not Disclosed,3.0,5.0,,
Data Scientist,SOBHA,4-8 Yrs,Bangalore,3.9,Not Disclosed,4.0,8.0,,
Data scientist-Gen AI,Tibil Solutions,3-6 Yrs,Bangalore,3.4,Not Disclosed,3.0,6.0,,
DATA SCIENTIST,Confidential,3-7 Yrs,Bangalore,Not Rated,Not Disclosed,3.0,7.0,,
Data Scientist,Confidential,3-7 Yrs,Bangalore,Not Rated,Not Disclosed,3.0,7.0,,
Data Scientist,Wipro,5-10 Yrs,Bangalore,3.7,Not Disclosed,5.0,10.0,,
Data Scientist,Tech Mahindra,6-11 Yrs,"Pune, Bangalore",3.5,Not Disclosed,6.0,11.0,,
Data Scientist,Tiger Analytics,4-6 Yrs,Bangalore,3.7,Not Disclosed,4.0,6.0,,
Data Scientist,Tiger Analytics,4-7 Yrs,Bangalore,3.7,Not Disclosed,4.0,7.0,,
Data Scientist,Koantek,4-6 Yrs,Remote,3.6,Not Disclosed,4.0,6.0,,
Data Scientist,Sun Life Global Solutions,5-10 Yrs,"New Delhi, Bangalore",4.1,Not Disclosed,5.0,10.0,,
Data Scientist,Persistent,4-9 Yrs,"Pune, Bangalore",3.5,Not Disclosed,4.0,9.0,,
Data Scientist,Aurum Data Solutions,6-11 Yrs,Bangalore,3.3,Not Disclosed,6.0,11.0,,
Data Scientist,Flipkart,2-4 Yrs,Bangalore,4.0,Not Disclosed,2.0,4.0,,
Data Scientist,Wipro,2-7 Yrs,Bangalore,3.7,Not Disclosed,2.0,7.0,,
Data Scientist,Fractal Analytics,1-7 Yrs,"New Delhi, Pune, Bangalore",4.0,Not Disclosed,1.0,7.0,,
Data Scientist,Honeywell,2-7 Yrs,"New Delhi, Bangalore",3.8,Not Disclosed,2.0,7.0,,
Data Scientist,Confidential,4-6 Yrs,Bangalore,Not Rated,Disclosed,4.0,6.0,10.0,23.0
Data Scientist,GE Healthcare,8-13 Yrs,Bangalore,4.1,Disclosed,8.0,13.0,18.0,33.0
Data Scientist,"Commonwealth Bank of Australia, India",10-16 Yrs,Bangalore,3.5,Not Disclosed,10.0,16.0,,
Data Scientist,Wipro,6-10 Yrs,Bangalore,3.7,Not Disclosed,6.0,10.0,,
Data Scientist,TransOrg,3-6 Yrs,"New Delhi, Bangalore",3.0,Not Disclosed,3.0,6.0,,
Data Scientist,Idexcel,3-8 Yrs,Bangalore,3.2,Not Disclosed,3.0,8.0,,
Data Scientist,URS Systems,5-10 Yrs,Bangalore,3.4,Not Disclosed,5.0,10.0,,
Data Scientist,LKQ India,3-5 Yrs,Bangalore,3.6,Not Disclosed,3.0,5.0,,
Data scientist - HR Domain experience,Confidential,4-7 Yrs,"Pune, Bangalore",Not Rated,Not Disclosed,4.0,7.0,,
Data Scientist,Confidential,3-6 Yrs,Bangalore,Not Rated,Not Disclosed,3.0,6.0,,
Data Scientist,Hanker Systems (india),8-12 Yrs,Bangalore,3.4,Not Disclosed,8.0,12.0,,
data scientist,Confidential,4-6 Yrs,Bangalore,Not Rated,Not Disclosed,4.0,6.0,,
Data Scientist,Confidential,4-6 Yrs,"New Delhi, Bangalore",Not Rated,Not Disclosed,4.0,6.0,,
Data Scientist,Launch It Consulting,5-10 Yrs,Bangalore,3.6,Not Disclosed,5.0,10.0,,
Data Scientist,Astria Digital,6-10 Yrs,Bangalore,3.3,Not Disclosed,6.0,10.0,,
Data Scientist,Aeries Technology,6-11 Yrs,Bangalore,3.4,Not Disclosed,6.0,11.0,,
Data Scientist,Applied Cloud Computing,3-5 Yrs,Bangalore,2.7,Disclosed,3.0,5.0,5.0,10.0
Data Scientist,Virtusa,1-5 Yrs,Bangalore,3.8,Not Disclosed,1.0,5.0,,
Data Scientist,Zebra Technologies,2-4 Yrs,"Pune, Bangalore",4.0,Not Disclosed,2.0,4.0,,
Data Scientist,Scienaptic Systems,2-7 Yrs,Bangalore,4.0,Not Disclosed,2.0,7.0,,
Data Scientist,Confidential,7-12 Yrs,Bangalore,Not Rated,Disclosed,7.0,12.0,20.0,25.0
Data scientist,Confidential,2-3 Yrs,Bangalore,Not Rated,Not Disclosed,2.0,3.0,,
Data Scientist,Nalco Water India Limited,2-5 Yrs,Bangalore,4.0,Not Disclosed,2.0,5.0,,
Data Scientist,Puresoftware,7-15 Yrs,Bangalore,3.1,Not Disclosed,7.0,15.0,,
Data Scientist,Confidential,5-8 Yrs,Bangalore,Not Rated,Not Disclosed,5.0,8.0,,
Credit data scientist,Confidential,6-11 Yrs,Remote,Not Rated,Not Disclosed,6.0,11.0,,
Data Scientist,Confidential,10-15 Yrs,Bangalore,Not Rated,Not Disclosed,10.0,15.0,,
Data Scientist,Chubb,5-9 Yrs,Bangalore,3.9,Not Disclosed,5.0,9.0,,
Data Scientist,Hanker Systems (india),8-12 Yrs,Bangalore,3.4,Not Disclosed,8.0,12.0,,
Data Scientist,Confidential,13-20 Yrs,Bangalore,Not Rated,Not Disclosed,13.0,20.0,,
Data Scientist,Chubb,4-8 Yrs,Bangalore,3.9,Not Disclosed,4.0,8.0,,
data scientist,Confidential,4-6 Yrs,Bangalore,Not Rated,Not Disclosed,4.0,6.0,,
Data Scientist,Confidential,8-12 Yrs,Bangalore,Not Rated,Not Disclosed,8.0,12.0,,
Data Scientist,Confidential,8-12 Yrs,Bangalore,Not Rated,Not Disclosed,8.0,12.0,,
Data Scientist,Rarr Technologies,8-12 Yrs,"New Delhi, Pune, Bangalore",4.5,Not Disclosed,8.0,12.0,,
Data Scientist,Cloudbc Labs,5-10 Yrs,Bangalore,3.5,Not Disclosed,5.0,10.0,,
Data Analyst,Encora,0-5 Yrs,Bangalore,3.8,Not Disclosed,0.0,5.0,,
Data Scientist,Confidential,0-5 Yrs,Bangalore,Not Rated,Not Disclosed,0.0,5.0,,
Data Scientist,Confidential,10-20 Yrs,"New Delhi, Pune, Bangalore",Not Rated,Disclosed,10.0,20.0,25.0,40.0
Data Analyst,JPMorgan Chase Bank,3-9 Yrs,Bangalore,4.0,Not Disclosed,3.0,9.0,,
Data Scientist,Kloudportal Technology Solutions,3-8 Yrs,Bangalore,4.8,Disclosed,3.0,8.0,13.0,16.0
Data Scientist,Confidential,5-8 Yrs,"New Delhi, Pune, Bangalore",Not Rated,Disclosed,5.0,8.0,17.0,22.5
Data Scientist,Innominds Software,10-20 Yrs,"Pune, Bangalore",3.3,Disclosed,10.0,20.0,25.0,35.0
Data Scientist,SAP,3-7 Yrs,Bangalore,4.2,Not Disclosed,3.0,7.0,,
Data Scientist,Lenskart,2-5 Yrs,"New Delhi, Bangalore",3.2,Not Disclosed,2.0,5.0,,
Data Scientist,Paktolus Solutions,4-6 Yrs,Bangalore,3.6,Disclosed,4.0,6.0,4.5,7.0
Data Scientist,Confidential,2-4 Yrs,"Pune, Bangalore",Not Rated,Not Disclosed,2.0,4.0,,
Data Scientist,SAP,8-10 Yrs,Bangalore,4.2,Not Disclosed,8.0,10.0,,
Data Scientist,Applied Cloud Computing,4-6 Yrs,Bangalore,2.7,Not Disclosed,4.0,6.0,,
Data Scientist,PureSoftware Pvt Ltd,10-15 Yrs,Bangalore,3.1,Not Disclosed,10.0,15.0,,
Data Scientist,Cerulean Information Technology,10-15 Yrs,Bangalore,4.8,Not Disclosed,10.0,15.0,,
Data Scientist,Atlassian,7-12 Yrs,Bangalore,3.6,Not Disclosed,7.0,12.0,,
Data Scientist,Axiom Technologies,5-10 Yrs,Bangalore,2.5,Not Disclosed,5.0,10.0,,
Data Scientist,Confidential,4-8 Yrs,"Pune, Bangalore",Not Rated,Not Disclosed,4.0,8.0,,
Data Scientist,Confidential,7-9 Yrs,"New Delhi, Bangalore",Not Rated,Not Disclosed,7.0,9.0,,
Data Scientist,Confidential,7-9 Yrs,"New Delhi, Bangalore",Not Rated,Not Disclosed,7.0,9.0,,
Data Scientist,Walmart,2-8 Yrs,Bangalore,3.8,Not Disclosed,2.0,8.0,,
Data Scientist,Arctic Wolf Networks,0-6 Yrs,Bangalore,5.0,Not Disclosed,0.0,6.0,,
Data Scientist,JPMorgan Chase Bank,2-7 Yrs,Bangalore,4.0,Not Disclosed,2.0,7.0,,
Data Scientist,Data Collection Infotech,0-4 Yrs,Bangalore,3.9,Not Disclosed,0.0,4.0,,
Data Scientist,Confidential,0-2 Yrs,Bangalore,Not Rated,Not Disclosed,0.0,2.0,,
Data Scientist,Simreka,2-4 Yrs,Bangalore,4.6,Disclosed,2.0,4.0,5.0,12.0
Data Scientist,Akaike Technologies,0-6 Yrs,Bangalore,4.6,Not Disclosed,0.0,6.0,,
Data Scientist,Oracle,2-11 Yrs,Bangalore,3.7,Not Disclosed,2.0,11.0,,
Data Scientist,Capgemini,3-8 Yrs,Bangalore,3.7,Not Disclosed,3.0,8.0,,
Data Analyst,Locus It Services,2-7 Yrs,Bangalore,1.7,Not Disclosed,2.0,7.0,,
Data Scientist,Nielsen Sports,2-7 Yrs,Bangalore,4.0,Not Disclosed,2.0,7.0,,
Data Scientist,Infosys,16-25 Yrs,Bangalore,3.6,Not Disclosed,16.0,25.0,,
Data Scientist,Volvo Trucks,4-7 Yrs,Bangalore,4.1,Not Disclosed,4.0,7.0,,
Data Scientist,Siemens,5-10 Yrs,Bangalore,4.1,Not Disclosed,5.0,10.0,,
Data Scientist,Bayer Zydus Pharma,5-8 Yrs,Bangalore,3.5,Not Disclosed,5.0,8.0,,
Data Scientist,Capgemini,6-9 Yrs,Bangalore,3.7,Not Disclosed,6.0,9.0,,
Data Scientist,IBM,8-12 Yrs,Bangalore,4.0,Not Disclosed,8.0,12.0,,
Data Scientist,IBM,8-12 Yrs,Bangalore,4.0,Not Disclosed,8.0,12.0,,
Data Scientist,Confidential,8-12 Yrs,Bangalore,Not Rated,Not Disclosed,8.0,12.0,,
Data Analyst,Itday,5-7 Yrs,Bangalore,4.7,Not Disclosed,5.0,7.0,,
Data Scientist,HDFC Life,2-5 Yrs,Bangalore,4.0,Not Disclosed,2.0,5.0,,
Data Scientist,Confidential,3-8 Yrs,"New Delhi, Bangalore",Not Rated,Disclosed,3.0,8.0,12.0,22.0
Data Scientist,Accolite Software India Pvt Ltd,3-7 Yrs,Bangalore,3.5,Not Disclosed,3.0,7.0,,
Data Scientist,Target,3-8 Yrs,Bangalore,4.2,Not Disclosed,3.0,8.0,,
Data scientist - Knime,Wipro,6-11 Yrs,"Pune, Bangalore",3.7,Not Disclosed,6.0,11.0,,
Data Scientist,Paypal,8-12 Yrs,Bangalore,3.9,Not Disclosed,8.0,12.0,,
Data Scientist,PwC India,4-7 Yrs,"New Delhi, Bangalore",3.4,Not Disclosed,4.0,7.0,,
Data Scientist,Confidential,5-10 Yrs,Bangalore,Not Rated,Disclosed,5.0,10.0,10.0,15.0
Data Scientist,ANZ,5-8 Yrs,Bangalore,4.1,Not Disclosed,5.0,8.0,,
Data Scientist,Wipro,6-11 Yrs,"Pune, Bangalore",3.7,Not Disclosed,6.0,11.0,,
Data Scientist,Capgemini,9-12 Yrs,Bangalore,3.7,Not Disclosed,9.0,12.0,,
Data Scientist,Genpact,7-12 Yrs,"New Delhi, Bangalore",3.8,Not Disclosed,7.0,12.0,,
Data Scientist,SAP,5-9 Yrs,Bangalore,4.2,Not Disclosed,5.0,9.0,,
Data Scientist,Confidential,6-11 Yrs,"New Delhi, Pune, Bangalore",Not Rated,Not Disclosed,6.0,11.0,,
Data Scientist,Genpact,6-11 Yrs,"New Delhi, Bangalore",3.8,Not Disclosed,6.0,11.0,,
Data Scientist,Genpact,6-11 Yrs,"New Delhi, Bangalore",3.8,Not Disclosed,6.0,11.0,,
Data Scientist,Capgemini,6-9 Yrs,Bangalore,3.7,Not Disclosed,6.0,9.0,,
Data Scientist,Tavant Technologies,7-12 Yrs,"New Delhi, Bangalore",3.8,Not Disclosed,7.0,12.0,,
Data Scientist,Brillio,8-12 Yrs,Bangalore,3.5,Not Disclosed,8.0,12.0,,
Data Scientist,Sigmasoft Infotech,5-10 Yrs,Bangalore,2.9,Not Disclosed,5.0,10.0,,
Data Scientist,Gojek,1-2 Yrs,Bangalore,3.7,Not Disclosed,1.0,2.0,,
Data Scientist,Gokaldas Exports,12-22 Yrs,Bangalore,3.9,Disclosed,12.0,22.0,30.0,45.0
Data Scientist,Confidential,1-3 Yrs,Bangalore,Not Rated,Not Disclosed,1.0,3.0,,
Data Scientist,Paypal,2-3 Yrs,Bangalore,3.9,Not Disclosed,2.0,3.0,,
Data Scientist,Tokopedia,1-2 Yrs,Bangalore,4.0,Not Disclosed,1.0,2.0,,
Data Scientist,Mirafra,3-6 Yrs,Bangalore,4.1,Disclosed,3.0,6.0,9.0,16.0
Data Scientist,Exxon Mobil Corporation,2-7 Yrs,Bangalore,3.8,Not Disclosed,2.0,7.0,,
Data Scientist,Paypal,8-12 Yrs,Bangalore,3.9,Not Disclosed,8.0,12.0,,
Data Scientist,Convai Technologies Inc.,2-7 Yrs,Bangalore,4.5,Not Disclosed,2.0,7.0,,
Data Scientist,Exxon Mobil Corporation,3-8 Yrs,Bangalore,3.8,Not Disclosed,3.0,8.0,,
Data scientists,Mirafra,3-12 Yrs,Bangalore,4.1,Not Disclosed,3.0,12.0,,
Data Scientist,PayU,4-7 Yrs,"New Delhi, Bangalore",3.5,Not Disclosed,4.0,7.0,,
Data Scientist,PayU,4-7 Yrs,Bangalore,3.5,Not Disclosed,4.0,7.0,,
Data Scientist,Exxon Mobil Corporation,3-5 Yrs,Bangalore,3.8,Not Disclosed,3.0,5.0,,
Data Scientist,Idexcel,5-9 Yrs,"Pune, Bangalore",3.2,Not Disclosed,5.0,9.0,,
Data Scientist,Paypal,8-12 Yrs,Bangalore,3.9,Not Disclosed,8.0,12.0,,
Data Scientist,Neal Analytics,4-9 Yrs,"New Delhi, Pune, Bangalore",3.5,Not Disclosed,4.0,9.0,,
Data Scientist,Tetrahed,7-10 Yrs,Bangalore,5.0,Not Disclosed,7.0,10.0,,
Data Scientist,Conneqt Digital,5-9 Yrs,Bangalore,3.3,Not Disclosed,5.0,9.0,,
Data Scientist,Pega,6-11 Yrs,Bangalore,3.6,Not Disclosed,6.0,11.0,,
Data Scientist,GSK India,4-7 Yrs,Bangalore,4.1,Not Disclosed,4.0,7.0,,
Data Scientist,Angel One,2-8 Yrs,Bangalore,3.9,Not Disclosed,2.0,8.0,,
Data Scientist,Maruti Suzuki,2-6 Yrs,Bangalore,4.2,Not Disclosed,2.0,6.0,,
Data Scientist,Angel One,5-8 Yrs,Bangalore,3.9,Not Disclosed,5.0,8.0,,
Data Scientist,Subhag Healthtech,5-7 Yrs,Bangalore,3.0,Not Disclosed,5.0,7.0,,
Data Scientist,Hilabs,3-7 Yrs,Bangalore,4.2,Not Disclosed,3.0,7.0,,
Data Scientist,Maxima Consulting,7-12 Yrs,"Pune, Bangalore",3.8,Disclosed,7.0,12.0,12.0,17.0
Data Scientist,Cimet,4-8 Yrs,Bangalore,4.3,Not Disclosed,4.0,8.0,,
Data Scientist,Confidential,3-6 Yrs,Bangalore,Not Rated,Not Disclosed,3.0,6.0,,
